,userId,trackId,rating,heard
780,510,59858331,1,0
781,522,78533863,2,0
782,33,70586395,3,0
783,510,12985555,2,0
784,712,72996973,2,0
785,522,71972153,2,0
786,522,74710553,1,0
787,786,60835820,1,0
788,534,62392492,2,0
789,510,17605922,3,0
790,492,11435612,2,0
791,522,8247183,3,0
792,486,64516028,1,0
793,510,73854012,1,0
794,33,4403979,2,0
795,786,16960561,2,0
796,712,81863242,2,0
797,486,7561859,1,0
798,522,1400070,1,0
799,786,55954551,2,0
800,522,89160781,3,0
801,510,66293468,3,0
802,534,21926661,1,0
803,486,46822571,2,0
804,534,17950794,1,0
805,33,65292429,2,0
806,492,4343780,3,0
807,522,64962419,1,0
808,510,73201591,3,0
809,534,65081458,1,0
810,786,42232481,4,1
811,522,12150665,3,0
812,522,7235600,1,0
813,534,32238981,2,0
814,486,12488724,1,0
815,522,85205712,2,0
816,786,7925568,3,0
817,534,8348762,3,0
818,510,5222185,2,0
819,522,75463284,2,0
820,712,15409904,3,0
821,492,84592297,1,0
822,462,98400694,2,0
823,522,36839571,2,0
824,712,45265831,2,0
825,486,12547602,3,0
826,786,10258708,3,0
827,712,77603443,2,0
828,522,74911301,1,0
829,510,6739525,1,0
830,522,13070544,4,0
831,510,12491045,1,0
832,786,9391101,3,0
833,510,67755007,1,0
834,462,61898421,2,0
835,534,42232481,2,0
836,486,36741151,1,0
837,786,73044122,2,0
838,510,16133496,3,0
839,712,90984519,2,0
840,33,83735798,2,0
841,510,69043121,1,0
842,712,68058194,2,0
843,522,10127578,4,1
844,510,7541920,2,0
845,522,9943235,2,0
846,522,5563439,2,0
847,486,11435612,1,0
848,786,81434692,3,1
849,534,13148373,3,0
850,492,68221676,2,0
851,522,43957041,2,0
852,486,21838201,1,0
853,510,70463099,1,0
854,712,9476033,2,0
855,534,4343780,2,0
856,522,17084042,1,0
857,786,79535742,3,0
858,486,15825404,2,0
859,522,8431767,2,0
860,712,18172952,2,0
861,462,70625832,3,1
862,522,88026203,2,0
863,786,16015457,3,0
864,522,10287363,2,0
865,786,8979556,3,1
866,492,42415611,2,0
867,534,14556837,1,0
868,522,16256608,2,0
869,534,3302777,1,0
870,486,5344097,2,0
871,522,62392492,2,0
872,786,90543131,1,0
873,785,89106253,2,0
874,462,83504220,3,0
875,786,94636848,2,0
876,486,90546071,2,0
877,534,74512312,1,0
878,786,8348762,4,0
879,486,75265469,2,0
880,785,65081458,1,0
881,534,82445156,1,0
882,492,76068551,1,1
883,462,12491045,3,1
884,486,8855569,1,0
885,786,60987641,1,0
886,534,78580184,4,0
887,786,72277601,3,0
888,534,23190261,4,0
889,785,71173042,1,0
890,786,14663882,2,0
891,534,3338125,3,1
892,486,11790246,2,0
893,462,12561291,3,1
894,492,16995428,2,0
895,785,65989449,3,0
896,712,6422598,2,0
897,486,78349466,1,0
898,534,66268564,3,0
899,534,78745107,2,0
900,486,16744376,2,0
901,462,70870518,3,0
902,492,92169736,1,0
903,786,60741126,4,0
904,785,67427521,2,0
905,712,63264439,2,0
906,534,9779570,2,0
907,534,66295263,4,1
908,486,86514651,1,0
909,786,1364404,2,0
910,462,17801250,4,1
911,786,16162722,2,0
912,534,90727095,1,0
913,712,1863914,2,0
914,786,70294292,1,0
915,486,8431767,3,0
916,786,65802069,1,0
917,712,71578197,2,0
918,486,84922427,1,0
919,786,16033869,3,1
920,712,55629131,2,0
921,785,7747321,3,0
922,462,4156841,3,1
923,786,16169324,4,1
924,492,12220488,1,0
925,486,16053451,3,0
926,786,9100736,2,1
927,486,11102580,3,0
928,462,71752391,3,1
929,492,84208593,1,0
930,712,71100142,2,0
931,486,73214241,1,0
932,510,73691383,1,0
933,712,91412514,1,0
934,486,84538015,1,0
935,510,15136498,2,0
936,486,68071549,2,0
937,786,4678105,3,0
938,510,53471471,1,0
939,492,71586056,1,0
940,786,82550184,3,0
941,510,7888115,1,0
942,486,5667620,3,0
943,510,9188742,1,0
944,486,63883063,1,0
945,786,7695006,1,0
946,785,57719221,4,1
947,510,3464299,1,0
948,486,17801250,1,0
949,492,74591612,1,0
950,786,74583904,1,0
951,534,82027610,1,0
952,510,64330503,3,0
953,462,61452968,3,0
954,786,61582313,1,0
955,534,4729155,4,1
956,486,7584125,1,0
957,712,69920682,3,0
958,712,74457421,2,0
959,510,90256929,1,0
960,785,11856914,2,0
961,712,47057261,2,0
962,786,12547602,3,0
963,486,76503289,1,0
964,534,81038580,2,0
965,510,9088995,1,0
966,786,20595241,2,0
967,462,13679251,1,0
968,534,73363564,3,0
969,534,84208593,1,1
970,786,74805689,1,0
971,534,76572516,2,0
972,785,5726259,2,0
973,486,53471471,2,0
974,534,16329637,3,0
975,786,68288613,3,0
976,462,1364404,2,1
977,786,69618629,3,1
978,534,9159424,1,0
979,729,66181073,2,0
980,534,59858331,2,0
981,462,81306288,3,0
982,729,2484112,1,0
983,510,82027610,1,0
984,729,11331629,3,0
985,786,82138970,3,1
986,510,70405744,1,0
987,510,78171374,1,0
988,534,91539098,2,0
989,462,78153059,3,1
990,510,17410069,1,0
991,786,78041957,1,0
992,785,1711270,2,0
993,786,78153059,4,1
994,510,17801250,1,0
995,486,2484112,1,0
996,729,78315219,4,0
997,510,18161074,1,0
998,786,80593378,2,0
999,486,15735462,1,0
1000,510,64322720,1,0
1001,743,73626918,1,0
1002,786,46822571,2,0
1003,486,75943787,4,1
1004,462,74326190,2,0
1005,743,6271760,1,0
1006,786,72033090,3,0
1007,510,56050751,1,0
1008,486,11433264,1,0
1009,743,82492738,2,0
1010,786,17801250,3,0
1011,729,1286176,2,0
1012,712,65503200,3,1
1013,743,4927984,1,0
1014,510,70292834,4,0
1015,486,76993066,1,0
1016,786,41112091,2,0
1017,729,78405037,3,0
1018,743,74035232,1,0
1019,492,861187,2,0
1020,97,71708675,2,0
1021,712,9103959,2,0
1022,510,79962226,1,0
1023,462,76455835,1,0
1024,743,46822571,1,0
1025,486,78361807,1,0
1026,729,55629131,3,0
1027,712,62945228,2,0
1028,492,2609199,2,0
1029,97,67785320,1,0
1030,785,88385813,2,0
1031,97,62188697,2,0
1032,786,59858331,1,0
1033,462,81024170,2,1
1034,486,90984519,4,1
1035,786,2957577,1,0
1036,743,86547763,1,0
1037,486,73687753,1,0
1038,510,82264336,1,0
1039,785,65018773,1,0
1040,486,5726259,1,0
1041,510,72482166,1,0
1042,729,17801250,2,1
1043,492,69180862,2,0
1044,743,83888799,1,0
1045,534,72759996,3,0
1046,712,11277493,3,0
1047,510,22299021,3,0
1048,785,67976638,1,0
1049,729,10752377,1,0
1050,462,6344074,2,0
1051,743,83204020,2,0
1052,534,50929511,2,0
1053,534,4841406,2,0
1054,510,9420701,2,0
1055,712,11433264,2,0
1056,534,1286176,2,0
1057,743,2410091,4,0
1058,510,79063887,1,0
1059,486,4257083,2,0
1060,492,89106253,2,0
1061,510,73203277,1,0
1062,729,10287363,1,0
1063,785,78580184,2,0
1064,534,65838489,4,0
1065,534,45730161,3,0
1066,510,89911461,1,0
1067,785,72070691,3,0
1068,462,1243656,2,0
1069,729,16053451,1,1
1070,486,21926321,1,0
1071,534,73687753,1,0
1072,492,64384132,3,0
1073,712,3275927,2,0
1074,743,73914717,1,0
1075,729,16435287,3,0
1076,534,63920967,2,0
1077,743,73399731,2,0
1078,486,71938672,1,0
1079,462,70761560,3,0
1080,510,11640186,1,0
1081,534,80619478,2,0
1082,743,2287585,2,0
1083,534,66947315,2,1
1084,743,73882686,1,0
1085,486,73638064,2,0
1086,729,92125584,1,0
1087,743,63776202,2,0
1088,712,13685758,3,0
1089,462,80619478,3,1
1090,510,23172981,1,0
1091,486,62019639,2,0
1092,510,9472834,1,0
1093,492,70294292,1,0
1094,462,63264439,3,1
1095,712,11016852,2,0
1096,729,2840362,1,0
1097,492,82492738,1,0
1098,486,7541920,2,0
1099,534,70744165,3,1
1100,729,73638064,3,0
1101,534,15136498,2,0
1102,785,4940699,3,1
1103,486,84085449,1,0
1104,462,41773241,3,0
1105,729,17410069,2,0
1106,534,7784560,2,0
1107,712,90256929,2,0
1108,534,64550046,2,0
1109,492,56930031,1,0
1110,486,84986265,4,1
1111,462,17380488,3,0
1112,486,14012408,2,0
1113,534,86255145,3,0
1114,712,71350313,2,0
1115,492,69551279,1,0
1116,534,18167172,2,1
1117,462,91217118,3,0
1118,486,23724351,2,0
1119,534,9176639,3,0
1120,206,4954825,4,1
1121,743,84986265,2,0
1122,534,83888799,2,0
1123,492,66320486,2,0
1124,206,33456271,1,0
1125,729,43430201,1,0
1126,534,89850847,3,0
1127,462,86744433,3,0
1128,486,5147891,1,0
1129,743,70769431,1,0
1130,729,73363564,2,0
1131,785,78530149,3,0
1132,534,16256608,3,1
1133,206,71578197,3,1
1134,743,9391101,2,0
1135,486,16082575,1,0
1136,206,73675971,1,0
1137,206,8642307,1,0
1138,743,74709640,1,0
1139,729,69035594,1,0
1140,743,14012408,2,0
1141,486,11277493,1,0
1142,462,536440,3,1
1143,206,4313595,3,1
1144,785,10319874,4,1
1145,492,89414147,2,0
1146,206,63514338,2,0
1147,743,69992142,4,1
1148,729,68288613,1,0
1149,785,91917646,3,0
1150,206,70743428,2,1
1151,206,23724351,4,1
