,movieId,tag
464,249,Drama
465,249,Romance
466,250,Children
467,250,Comedy
468,251,Action
469,252,Comedy
470,252,Romance
471,253,Drama
472,253,Horror
473,254,Drama
474,255,Comedy
475,256,Comedy
476,256,Sci-Fi
477,257,Mystery
478,257,Thriller
479,258,Adventure
480,258,Children
481,258,Comedy
482,258,Fantasy
483,258,Romance
484,259,Crime
485,259,Drama
486,259,Thriller
487,260,Action
488,260,Adventure
489,260,Sci-Fi
490,261,Drama
491,262,Children
492,262,Drama
493,263,Drama
494,265,Drama
495,265,Fantasy
496,265,Romance
497,266,Drama
498,266,Romance
499,266,War
500,266,Western
501,267,Comedy
502,269,Drama
503,270,Drama
504,270,Romance
505,271,Drama
506,272,Comedy
507,272,Drama
508,273,Drama
509,273,Horror
510,273,Sci-Fi
511,274,Comedy
512,275,Comedy
513,276,Comedy
514,276,Romance
515,277,Drama
516,278,Comedy
517,279,Drama
518,280,Drama
519,280,Thriller
520,281,Comedy
521,281,Drama
522,281,Romance
523,282,Drama
524,283,Crime
525,283,Drama
526,284,Action
527,284,Crime
528,285,Drama
529,285,Horror
530,287,Comedy
531,287,Romance
532,288,Action
533,288,Crime
534,288,Thriller
535,289,Comedy
536,289,Romance
537,290,Crime
538,290,Drama
539,291,Drama
540,291,Thriller
541,292,Action
542,292,Drama
543,292,Sci-Fi
544,292,Thriller
545,293,Action
546,293,Crime
547,293,Drama
548,293,Thriller
549,294,Comedy
550,294,Romance
551,295,Comedy
552,295,Romance
553,296,Comedy
554,296,Crime
555,296,Drama
556,296,Thriller
557,298,Drama
558,299,Drama
559,300,Drama
560,301,Drama
561,301,Romance
562,302,Drama
563,302,Romance
564,303,Action
565,303,Thriller
566,303,Western
567,304,Comedy
568,304,Drama
569,305,Comedy
570,306,Drama
571,307,Drama
572,308,Comedy
573,308,Drama
574,310,Comedy
575,311,Horror
576,311,Thriller
577,312,Comedy
578,313,Animation
579,313,Children
580,314,Children
581,314,Drama
582,314,Fantasy
583,314,Mystery
584,315,Action
585,315,Drama
586,315,Thriller
587,316,Action
588,316,Adventure
589,316,Sci-Fi
590,317,Comedy
591,317,Drama
592,317,Fantasy
593,318,Crime
594,318,Drama
595,319,Comedy
596,319,Drama
597,319,Thriller
598,320,Film-Noir
599,320,Thriller
600,321,Drama
601,322,Comedy
602,322,Drama
603,324,Comedy
604,324,Drama
605,325,Comedy
606,326,Drama
607,327,Action
608,327,Comedy
609,327,Sci-Fi
610,328,Horror
611,328,Thriller
612,329,Adventure
613,329,Drama
614,329,Sci-Fi
615,330,Action
616,330,Crime
617,330,Horror
618,331,Drama
619,332,Horror
620,332,Sci-Fi
621,333,Comedy
622,334,Drama
623,335,Mystery
624,335,Thriller
625,336,Drama
626,336,War
627,337,Drama
628,338,Action
629,338,Sci-Fi
630,338,Thriller
631,339,Comedy
632,339,Romance
633,340,Adventure
634,340,Drama
635,340,War
636,341,Drama
637,342,Comedy
638,343,Children
639,344,Comedy
640,345,Comedy
641,345,Drama
642,346,Drama
643,346,Musical
644,347,Drama
645,347,Film-Noir
646,347,Romance
647,348,Comedy
648,349,Action
649,349,Crime
650,349,Drama
651,349,Thriller
652,350,Drama
653,350,Mystery
654,350,Thriller
655,351,Comedy
656,351,Drama
657,351,Romance
658,352,Comedy
659,352,Drama
660,353,Action
661,353,Crime
662,353,Fantasy
663,353,Thriller
664,354,Drama
665,355,Children
666,355,Comedy
667,355,Fantasy
668,356,Comedy
669,356,Drama
670,356,Romance
671,356,War
672,357,Comedy
673,357,Romance
674,358,Drama
675,359,Comedy
676,359,Drama
677,359,Romance
678,360,Action
679,360,Comedy
680,361,Comedy
681,361,Drama
682,361,Romance
683,362,Adventure
684,362,Children
685,362,Romance
686,363,Documentary
687,364,Adventure
688,364,Animation
689,364,Children
690,364,Drama
691,364,Musical
692,364,IMAX
693,365,Drama
694,366,Drama
695,366,Horror
696,366,Mystery
697,366,Thriller
698,367,Action
699,367,Comedy
700,367,Crime
701,367,Fantasy
702,368,Adventure
703,368,Comedy
704,368,Western
705,369,Drama
706,370,Action
707,370,Comedy
708,371,Comedy
709,371,Drama
710,372,Comedy
711,372,Drama
712,372,Romance
713,373,Thriller
714,374,Children
715,374,Comedy
716,376,Action
717,376,Thriller
718,377,Action
719,377,Romance
720,377,Thriller
721,378,Comedy
722,378,Romance
723,379,Action
724,379,Sci-Fi
725,379,Thriller
726,380,Action
727,380,Adventure
728,380,Comedy
729,380,Romance
730,380,Thriller
731,381,Drama
732,381,Romance
733,382,Drama
734,382,Horror
735,382,Romance
736,382,Thriller
737,383,Western
738,384,Action
739,384,Crime
740,384,Drama
741,385,Drama
742,386,Drama
743,387,Action
744,387,Comedy
745,388,Drama
746,389,Drama
747,389,Romance
748,389,War
749,390,Action
750,390,Crime
751,390,Drama
752,391,Crime
753,391,Drama
754,393,Action
755,393,Adventure
756,393,Fantasy
757,405,Action
758,405,Fantasy
759,406,Drama
760,407,Horror
761,407,Thriller
762,408,Drama
763,409,Crime
764,409,Drama
765,410,Children
766,410,Comedy
767,410,Fantasy
768,412,Drama
769,413,Comedy
770,414,Comedy
771,415,Comedy
772,415,Thriller
773,416,Western
774,417,Comedy
775,417,Romance
776,418,Drama
777,419,Comedy
778,420,Action
779,420,Comedy
780,420,Crime
781,420,Thriller
782,421,Adventure
783,421,Children
784,421,Drama
785,422,Thriller
786,423,Action
787,423,Thriller
788,424,Drama
789,425,Drama
790,425,Romance
791,426,Horror
792,426,Sci-Fi
793,426,Thriller
794,427,Drama
795,427,Mystery
796,427,Romance
797,427,Thriller
798,428,Drama
799,429,Comedy
800,430,Comedy
801,430,Drama
802,431,Crime
803,431,Drama
804,432,Adventure
805,432,Comedy
806,432,Western
807,433,Comedy
808,434,Action
809,434,Adventure
810,434,Thriller
811,435,Comedy
812,435,Sci-Fi
813,436,Drama
814,436,Thriller
815,437,Comedy
816,438,Action
817,438,Comedy
818,438,Drama
819,440,Comedy
820,440,Romance
821,441,Comedy
822,442,Action
823,442,Adventure
824,442,Sci-Fi
825,444,Comedy
826,444,Romance
827,445,Comedy
828,446,Drama
829,446,Romance
830,448,Drama
831,449,Comedy
832,450,Comedy
833,450,Drama
834,451,Drama
835,451,Mystery
836,451,Romance
837,452,Drama
838,453,Comedy
839,453,Romance
840,454,Drama
841,454,Thriller
842,455,Adventure
843,455,Children
844,455,Drama
845,456,Crime
846,456,Drama
847,456,Thriller
848,457,Thriller
849,458,Drama
850,458,Western
851,459,Action
852,459,Adventure
853,459,Crime
854,459,Drama
855,459,Romance
856,459,Thriller
857,460,Comedy
858,461,Drama
859,461,Romance
860,464,Action
861,464,Adventure
862,464,Crime
863,464,Thriller
864,466,Action
865,466,Comedy
866,466,War
867,467,Comedy
868,468,Comedy
869,468,Romance
870,469,Drama
871,469,Romance
872,470,Comedy
873,471,Comedy
874,472,Comedy
875,472,Drama
876,473,Comedy
877,473,War
878,474,Action
879,474,Thriller
880,475,Drama
881,476,Comedy
882,476,Drama
883,477,Drama
884,477,Musical
885,478,Comedy
886,478,Crime
887,478,Drama
888,479,Action
889,479,Crime
890,479,Thriller
891,480,Action
892,480,Adventure
893,480,Sci-Fi
894,480,Thriller
895,481,Drama
896,481,Thriller
897,482,Crime
898,482,Drama
899,482,Thriller
900,484,Adventure
901,484,Children
902,485,Action
903,485,Adventure
904,485,Comedy
905,485,Fantasy
906,486,Comedy
907,487,Comedy
908,487,Western
909,488,Drama
910,488,Romance
911,489,Comedy
912,490,Thriller
913,491,Drama
914,492,Comedy
915,492,Mystery
916,493,Action
917,493,Crime
918,493,Drama
919,494,Action
920,494,Adventure
921,494,Thriller
922,495,Drama
923,496,Comedy
924,496,Drama
925,496,Romance
926,496,Thriller
927,497,Comedy
928,497,Romance
929,499,Comedy
930,499,Romance
931,500,Comedy
932,500,Drama
933,501,Drama
934,502,Action
935,502,Children
936,502,Romance
937,504,Action
938,504,Drama
939,504,Sci-Fi
940,505,Comedy
941,506,Drama
942,506,Fantasy
943,506,Romance
944,507,Crime
945,507,Drama
946,507,Thriller
947,508,Drama
948,509,Drama
949,509,Romance
950,510,Drama
951,511,Action
952,511,Drama
953,512,Horror
954,512,Sci-Fi
955,513,Comedy
956,513,Mystery
957,513,Romance
958,514,Comedy
959,515,Drama
960,515,Romance
961,516,Comedy
962,516,Drama
963,517,Action
964,517,Drama
965,517,Mystery
966,518,Comedy
967,519,Action
968,519,Crime
969,519,Drama
970,519,Sci-Fi
971,519,Thriller
972,520,Comedy
973,521,Crime
974,521,Thriller
975,522,Action
976,522,Drama
977,523,Drama
978,524,Drama
979,526,Drama
980,527,Drama
981,527,War
982,528,Comedy
983,528,Drama
984,529,Drama
985,531,Children
986,531,Drama
987,532,Comedy
988,532,Crime
989,532,Horror
990,533,Action
991,533,Adventure
992,533,Fantasy
993,533,Mystery
994,534,Drama
995,534,Romance
996,535,Drama
997,536,Drama
998,537,Drama
999,538,Drama
1000,539,Comedy
1001,539,Drama
1002,539,Romance
1003,540,Thriller
1004,541,Action
1005,541,Sci-Fi
1006,541,Thriller
1007,542,Comedy
1008,542,Drama
1009,542,Romance
1010,543,Comedy
1011,543,Romance
1012,543,Thriller
1013,544,Action
1014,544,Crime
1015,546,Action
1016,546,Adventure
1017,546,Children
1018,546,Comedy
1019,546,Fantasy
1020,546,Sci-Fi
1021,547,Action
1022,547,Adventure
1023,547,Thriller
1024,548,Action
1025,548,Mystery
1026,548,Thriller
1027,549,Drama
1028,549,Musical
1029,550,Comedy
1030,550,Romance
1031,551,Animation
1032,551,Children
1033,551,Fantasy
1034,551,Musical
1035,552,Action
1036,552,Adventure
1037,552,Comedy
1038,552,Romance
1039,553,Action
1040,553,Drama
1041,553,Western
1042,555,Crime
1043,555,Thriller
1044,556,Documentary
1045,558,Action
1046,558,Adventure
1047,558,Animation
1048,558,Children
1049,558,Fantasy
1050,562,Comedy
1051,562,Drama
1052,563,Drama
1053,563,Romance
1054,564,Comedy
1055,567,Comedy
1056,567,Drama
1057,568,Comedy
1058,568,Drama
1059,569,Comedy
1060,569,Drama
1061,573,Drama
1062,574,Comedy
1063,574,Drama
1064,575,Children
1065,575,Comedy
1066,577,Adventure
1067,577,Children
1068,577,Drama
1069,579,Crime
1070,579,Thriller
1071,580,Drama
1072,581,Documentary
1073,583,Comedy
1074,583,Drama
1075,585,Comedy
1076,586,Children
1077,586,Comedy
1078,587,Comedy
1079,587,Drama
1080,587,Fantasy
1081,587,Romance
1082,587,Thriller
1083,588,Adventure
1084,588,Animation
1085,588,Children
1086,588,Comedy
1087,588,Musical
1088,589,Action
1089,589,Sci-Fi
1090,590,Adventure
1091,590,Drama
1092,590,Western
1093,592,Action
1094,592,Crime
1095,592,Thriller
1096,593,Crime
1097,593,Horror
1098,593,Thriller
1099,594,Animation
1100,594,Children
1101,594,Drama
1102,594,Fantasy
1103,594,Musical
1104,595,Animation
1105,595,Children
1106,595,Fantasy
1107,595,Musical
1108,595,Romance
1109,595,IMAX
1110,596,Animation
1111,596,Children
1112,596,Fantasy
1113,596,Musical
1114,597,Comedy
1115,597,Romance
1116,599,Adventure
1117,599,Western
1118,600,Action
1119,600,Comedy
1120,600,Crime
1121,602,Documentary
1122,605,Drama
1123,605,Romance
1124,606,Fantasy
1125,606,Horror
1126,608,Comedy
1127,608,Crime
1128,608,Drama
1129,608,Thriller
1130,609,Adventure
1131,609,Children
1132,610,Action
1133,610,Adventure
1134,610,Animation
1135,610,Horror
1136,610,Sci-Fi
1137,611,Action
1138,611,Horror
1139,611,Sci-Fi
1140,612,Comedy
1141,613,Drama
1142,613,Romance
1143,615,Comedy
1144,615,Drama
1145,616,Animation
1146,616,Children
1147,617,Comedy
1148,617,Drama
1149,618,Comedy
1150,618,Romance
1151,619,Comedy
1152,626,Comedy
1153,627,Drama
1154,627,Thriller
1155,628,Crime
1156,628,Drama
1157,628,Mystery
1158,628,Thriller
1159,631,Adventure
1160,631,Animation
1161,631,Children
1162,631,Fantasy
1163,631,Musical
1164,631,Romance
1165,632,Drama
1166,632,War
1167,633,Comedy
1168,634,Comedy
1169,635,Comedy
1170,635,Drama
1171,636,Drama
1172,637,Comedy
1173,638,Romance
1174,639,Comedy
1175,639,Drama
1176,640,Drama
1177,640,Thriller
1178,645,Drama
1179,647,Action
1180,647,Crime
1181,647,Drama
1182,647,War
1183,648,Action
1184,648,Adventure
1185,648,Mystery
1186,648,Thriller
1187,649,Comedy
1188,649,Drama
1189,650,Drama
1190,653,Action
1191,653,Adventure
1192,653,Fantasy
1193,656,Comedy
1194,661,Adventure
1195,661,Animation
1196,661,Children
1197,661,Fantasy
1198,661,Musical
1199,662,Thriller
1200,663,Comedy
1201,665,Comedy
1202,665,Drama
1203,665,War
1204,667,Action
1205,668,Drama
1206,670,Drama
1207,671,Comedy
1208,671,Sci-Fi
1209,673,Adventure
1210,673,Animation
1211,673,Children
1212,673,Comedy
1213,673,Fantasy
1214,673,Sci-Fi
1215,674,Adventure
1216,674,Comedy
1217,674,Sci-Fi
1218,678,Drama
1219,678,Thriller
1220,679,Drama
1221,680,Drama
1222,680,Mystery
1223,680,Romance
1224,680,Sci-Fi
1225,680,Thriller
1226,685,Drama
1227,688,Action
1228,688,Adventure
1229,688,Comedy
1230,688,War
1231,691,Comedy
1232,691,Romance
1233,692,Action
1234,692,Sci-Fi
1235,692,Thriller
1236,694,Action
1237,694,Crime
1238,694,Drama
1239,695,Mystery
1240,695,Thriller
1241,697,Drama
1242,697,Romance
1243,698,Drama
1244,700,Comedy
1245,703,Drama
1246,704,Action
1247,704,Adventure
1248,706,Drama
1249,707,Crime
1250,707,Drama
1251,707,Thriller
1252,708,Comedy
1253,708,Romance
1254,709,Adventure
1255,709,Animation
1256,709,Children
1257,709,Comedy
1258,709,Musical
1259,710,Comedy
1260,711,Adventure
1261,711,Children
1262,714,Drama
1263,714,Mystery
1264,714,Western
1265,715,Drama
1266,715,Romance
1267,718,Comedy
1268,718,Fantasy
1269,718,Sci-Fi
1270,719,Comedy
1271,720,Adventure
1272,720,Animation
1273,720,Comedy
1274,722,Documentary
1275,724,Drama
1276,724,Fantasy
1277,724,Horror
1278,724,Thriller
1279,725,Comedy
1280,726,Drama
1281,728,Comedy
1282,731,Crime
1283,731,Thriller
1284,733,Action
1285,733,Adventure
1286,733,Thriller
1287,735,Horror
1288,736,Action
1289,736,Adventure
1290,736,Romance
1291,736,Thriller
1292,737,Action
1293,737,Sci-Fi
1294,741,Animation
1295,741,Sci-Fi
1296,742,Horror
1297,742,Thriller
1298,743,Comedy
1299,745,Animation
1300,745,Children
1301,745,Comedy
1302,747,Comedy
1303,748,Action
1304,748,Sci-Fi
1305,748,Thriller
1306,750,Comedy
1307,750,War
1308,757,Drama
1309,759,Documentary
1310,760,Drama
1311,760,War
1312,761,Action
1313,761,Adventure
1314,762,Comedy
1315,762,Crime
1316,764,Drama
1317,764,Romance
1318,765,Comedy
1319,765,Drama
1320,766,Drama
1321,773,Drama
1322,775,Horror
1323,775,Mystery
1324,778,Comedy
1325,778,Crime
1326,778,Drama
1327,779,Drama
1328,779,Romance
1329,780,Action
1330,780,Adventure
1331,780,Sci-Fi
1332,780,Thriller
1333,781,Drama
1334,782,Drama
1335,782,Thriller
1336,783,Animation
1337,783,Children
1338,783,Drama
1339,783,Musical
1340,783,Romance
1341,784,Comedy
1342,784,Thriller
1343,785,Comedy
1344,786,Action
1345,786,Drama
1346,786,Thriller
1347,788,Comedy
1348,788,Fantasy
1349,788,Romance
1350,788,Sci-Fi
1351,790,Drama
1352,791,Documentary
1353,795,Drama
1354,798,Action
1355,798,Adventure
1356,798,Drama
1357,798,Thriller
1358,799,Comedy
1359,799,Horror
1360,799,Thriller
1361,800,Drama
1362,800,Mystery
1363,800,Western
1364,801,Children
1365,801,Comedy
1366,802,Drama
1367,802,Romance
1368,803,Comedy
1369,803,Drama
1370,803,Romance
1371,804,Comedy
1372,804,Romance
1373,805,Drama
1374,805,Thriller
1375,806,Crime
1376,806,Drama
1377,808,Adventure
1378,808,Children
1379,809,Action
1380,809,Adventure
1381,810,Children
1382,810,Comedy
1383,810,Fantasy
1384,813,Comedy
1385,818,Comedy
1386,823,Drama
1387,824,Drama
1388,824,Mystery
1389,828,Adventure
1390,828,Children
1391,829,Comedy
1392,829,Fantasy
1393,829,Musical
1394,830,Comedy
1395,832,Crime
1396,832,Thriller
1397,833,Comedy
1398,835,Drama
1399,836,Action
1400,836,Adventure
1401,836,Thriller
1402,837,Children
1403,837,Comedy
1404,837,Fantasy
1405,838,Comedy
1406,838,Drama
1407,838,Romance
1408,839,Action
1409,839,Thriller
1410,840,Children
1411,840,Comedy
1412,841,Horror
1413,842,Comedy
1414,842,Horror
1415,848,Drama
1416,849,Action
1417,849,Adventure
1418,849,Sci-Fi
1419,849,Thriller
1420,851,Drama
1421,852,Comedy
1422,852,Drama
1423,852,Romance
1424,858,Crime
1425,858,Drama
1426,861,Action
1427,861,Comedy
1428,861,Crime
1429,861,Thriller
1430,866,Crime
1431,866,Drama
1432,866,Romance
1433,866,Thriller
1434,867,Comedy
1435,867,Crime
1436,869,Crime
1437,869,Drama
1438,869,Musical
1439,869,Thriller
1440,870,Comedy
1441,875,Action
1442,875,Crime
1443,875,Drama
1444,876,Action
1445,876,Comedy
1446,876,Crime
1447,876,Thriller
1448,879,Horror
1449,879,Thriller
1450,880,Sci-Fi
1451,880,Thriller
1452,881,Children
1453,881,Comedy
1454,882,Drama
1455,882,Thriller
1456,885,Children
1457,885,Drama
1458,885,Fantasy
1459,886,Action
1460,886,Comedy
1461,886,Crime
1462,888,Adventure
1463,888,Animation
1464,888,Children
1465,888,Musical
1466,889,Drama
1467,889,Romance
1468,891,Horror
1469,891,Thriller
1470,892,Comedy
1471,892,Drama
1472,892,Romance
1473,893,Drama
1474,896,Drama
1475,897,Adventure
1476,897,Drama
1477,897,Romance
1478,897,War
1479,898,Comedy
1480,898,Drama
1481,898,Romance
1482,899,Comedy
1483,899,Musical
1484,899,Romance
1485,900,Musical
1486,900,Romance
1487,901,Comedy
1488,901,Musical
1489,902,Drama
1490,902,Romance
1491,903,Drama
1492,903,Mystery
1493,903,Romance
1494,903,Thriller
1495,904,Mystery
1496,904,Thriller
1497,905,Comedy
1498,905,Romance
1499,906,Drama
1500,906,Thriller
1501,907,Comedy
1502,907,Musical
1503,907,Romance
1504,908,Action
1505,908,Adventure
1506,908,Mystery
1507,908,Romance
1508,908,Thriller
1509,909,Comedy
1510,909,Drama
1511,909,Romance
1512,910,Comedy
1513,910,Crime
1514,911,Comedy
1515,911,Crime
1516,911,Mystery
1517,911,Romance
1518,911,Thriller
1519,912,Drama
1520,912,Romance
1521,913,Film-Noir
1522,913,Mystery
1523,914,Comedy
1524,914,Drama
1525,914,Musical
1526,914,Romance
1527,915,Comedy
1528,915,Romance
1529,916,Comedy
1530,916,Drama
1531,916,Romance
1532,917,Children
1533,917,Drama
1534,918,Musical
1535,919,Adventure
1536,919,Children
1537,919,Fantasy
1538,919,Musical
1539,920,Drama
1540,920,Romance
1541,920,War
1542,921,Comedy
1543,922,Drama
1544,922,Film-Noir
1545,922,Romance
1546,923,Drama
1547,923,Mystery
1548,924,Adventure
1549,924,Drama
1550,924,Sci-Fi
1551,926,Drama
1552,927,Comedy
1553,928,Drama
1554,928,Mystery
1555,928,Romance
1556,928,Thriller
1557,929,Drama
1558,929,Film-Noir
1559,929,Mystery
1560,929,Thriller
1561,930,Film-Noir
1562,930,Romance
1563,930,Thriller
1564,931,Mystery
1565,931,Romance
1566,931,Thriller
1567,932,Drama
1568,932,Romance
1569,933,Crime
1570,933,Mystery
1571,933,Romance
1572,933,Thriller
1573,934,Comedy
1574,935,Comedy
1575,935,Musical
1576,936,Comedy
1577,936,Romance
1578,937,Comedy
1579,937,Romance
1580,938,Musical
1581,940,Action
1582,940,Adventure
1583,940,Romance
1584,941,Adventure
1585,942,Crime
1586,942,Film-Noir
1587,942,Mystery
1588,943,Drama
1589,943,Fantasy
1590,943,Romance
1591,944,Drama
1592,945,Comedy
1593,945,Musical
1594,945,Romance
